epoch,val_loss
1,0.018778445199131966
2,0.007183081936091185
3,0.00624293414875865
4,0.00600914191454649
5,0.005880541168153286
6,0.005820289254188538
7,0.005748184397816658
8,0.005735281389206648
9,0.005703402683138847
10,0.005696876905858517
11,0.005690466146916151
12,0.00567359896376729
13,0.005676216445863247
14,0.005646132864058018
15,0.005640637129545212
16,0.005609816871583462
17,0.005565211176872253
18,0.005537888966500759
19,0.005524267442524433
20,0.005516096018254757
21,0.005509070120751858
22,0.005508999340236187
23,0.005499701015651226
24,0.005485932808369398
25,0.005482813809067011
26,0.005476351827383041
27,0.00547666335478425
28,0.005433372687548399
29,0.005445229355245829
30,0.005400321912020445
31,0.005384993739426136
32,0.005374416708946228
33,0.005362603347748518
34,0.005359445232897997
35,0.0053509376011788845
36,0.005343746859580278
37,0.00533002195879817
38,0.005341796204447746
39,0.005311323795467615
40,0.0053007095120847225
41,0.005290364380925894
42,0.005285389721393585
43,0.005282514728605747
44,0.00526373740285635
45,0.0052599296905100346
46,0.005245250649750233
47,0.005233552306890488
48,0.005221966654062271
49,0.005224289838224649
50,0.005205653607845306
51,0.0051991636864840984
52,0.005200576968491077
53,0.005197322461754084
54,0.005180106032639742
55,0.005170665681362152
56,0.005167921539396048
57,0.005159931257367134
58,0.0051597729325294495
59,0.005151782650500536
60,0.005148015916347504
61,0.005144202616065741
62,0.00514189200475812
63,0.005137310829013586
64,0.005139372777193785
65,0.005132612306624651
66,0.005130637902766466
67,0.005130830220878124
68,0.005127910058945417
69,0.0051266783848404884
70,0.005125527270138264
71,0.005123870447278023
72,0.005123122129589319
73,0.00512245437130332
74,0.005122537259012461
75,0.00512130418792367
76,0.005120905581861734
77,0.005120792426168919
78,0.005120624788105488
79,0.005120503716170788
80,0.0051204971969127655
